,keyword,addition
tap -> terminals,1,1
tap -> television,1,1
tap -> telescope,1,1
tap -> telephone,1,1
tape -> touch,1,1
tape -> tracks,1,1
tape -> treo,1,1
tappered -> waist,1,1
taps -> utensil,1,1
taps -> tyres,1,1
taps -> toilets,1,1
taps -> tiles,1,1
taps -> things,1,1
taps -> tees,1,1
taps -> tea,1,1
taps -> tater,1,1
taplets -> u19,1,1
tape -> tv,1,1
tapioca -> taplat,1,1
tapes -> tools,1,1
tapes -> tile,1,1
tapes -> thermos,1,1
tapes -> tester,1,1
tapes -> tarpaulin,1,1
tape -> wine,1,1
tape -> uniform,1,1
tawa -> thermometer,1,1
tawa -> toaster,1,1
tec1-12706 -> tec-12706,1,1
tea -> tee,1,1
tea -> whisper,1,1
tea -> welcome,1,1
tea -> watch,1,1
tea -> walnut,1,1
tea -> vest,1,1
tea -> vaseline,1,1
tea -> typing,1,1
tea -> tv,1,1
tea -> tti,1,1
tea -> tsa,1,1
tea -> tops,1,1
tea -> top,1,1
tea -> toothpastes,1,1
tea -> tongs,1,1
tea -> toe,1,1
tea -> tie,1,1
tea -> tide,1,1
tea -> tenda,1,1
tea -> tees,1,1
tea -> whole,1,1
tea -> zandu,1,1
teach -> tech,1,1
teapoys -> tempo,1,1
tec -> tec1-12706,1,1
tebliet -> tft,1,1
teblet -> tv,1,1
teblet -> titanium,1,1
teblet -> things,1,1
teats -> walker,1,1
teatre -> theatre,1,1
teather -> teether,1,1
teapoy -> tray,1,1
teacher -> teachers,1,1
teapoy -> thread,1,1
teamshirt -> t-shirt,1,1
teamer -> trimmers,1,1
tealight -> wall,1,1
tealight -> tiles,1,1
teachers -> wedding,1,1
teachers -> teenagers,1,1
teacher -> women,1,1
tea -> teens,1,1
te-w311m -> texas,1,1
tawa -> trolly,1,1
te-w309r -> te-w311m,1,1
td-w8151n -> td-w8901n,1,1
td -> tplink,1,1
tcl -> tlc,1,1
tcg -> toys,1,1
tc -> te,1,1
tb670 -> tb677,1,1
tb -> touch,1,1
tb -> tb336,1,1
tazon -> wallet,1,1
taylormade -> timberland,1,1
taylor -> yamaha,1,1
tayer -> taylor,1,1
taye -> tayer,1,1
tayar -> taye,1,1
taxi -> taxihitmosquito,1,1
tawa -> xiaomi,1,1
tawa -> v3,1,1
tawa -> usha,1,1
tawa -> tv,1,1
td-w8901n -> td-w8951nd,1,1
td-w8951nd -> td-w8960n,1,1
td-w8960n -> td-w8961n,1,1
te -> television,1,1
te-w3002r -> te-w309r,1,1
te-fh330 -> te-n3,1,1
te-fh1202 -> teflon,1,1
te-fh1201 -> te-fh1202,1,1
te-f300 -> te-fh1201,1,1
te-d301 -> te-d303,1,1
te-4g600 -> tea,1,1
te-2 -> tu10,1,1
te -> te-4g600,1,1
td-w8961d -> td-w8961nd,1,1
tds -> zaab,1,1
tds -> uv,1,1
tdi -> tds,1,1
tdg-bt500a -> television,1,1
td-w8980 -> te,1,1
td-w8970 -> tl-mr3020,1,1
td-w8968 -> td-w8980,1,1
td-w8961n -> td-w8968,1,1
tap -> tele,1,1
tap -> tata,1,1
tap -> tarpaulin,1,1
tablets -> vibe,1,1
tabs -> unboxed,1,1
tabs -> ultrabook,1,1
tabs -> tv,1,1
tabs -> trimmers,1,1
tabs -> tray,1,1
tabs -> torch,1,1
tabs -> today,1,1
tabs -> thunder,1,1
tabs -> televisions,1,1
tabs -> tecra,1,1
tabs -> tape,1,1
tabs -> tank,1,1
tablewt -> tablit,1,1
tablets -> xeon,1,1
tablets -> worldphone,1,1
tablets -> wifi,1,1
tablets -> wi-fi,1,1
tablets -> weston,1,1
tablets -> watches,1,1
tabs -> v1,1,1
tabs -> view,1,1
tabs -> watch,1,1
taekwondo -> training,1,1
tag3 -> tupperware,1,1
tag -> zebronic,1,1
tag -> waist,1,1
tag -> v3,1,1
tag -> thermal,1,1
tag -> tag3,1,1
taft -> wax,1,1
tafond -> tapfond,1,1
tae -> taw,1,1
tabs -> xolo,1,1
tae -> tape,1,1
tae -> taekwondo,1,1
tady -> tae,1,1
tads -> tady,1,1
tad -> tadalafil,1,1
tacker -> track,1,1
tacker -> thermometer,1,1
tachometer -> tactical,1,1
tablets -> vivo,1,1
tablets -> usb,1,1
tanya -> tote,1,1
tablets -> unboxed,1,1
tablets -> tablets3,1,1
tablets -> tablets10,1,1
tabletor -> tablets,1,1
tablet-black -> tablet-white,1,1
tablet -> zte,1,1
tablet -> z580ca,1,1
tablet -> z300c,1,1
tablet -> xm2,1,1
tablet -> xiomi,1,1
tablet -> xiaomi,1,1
tablet -> x3,1,1
tablet -> x1,1,1
tablet -> wifi,1,1
tablet -> watermelon,1,1
tablet -> ware,1,1
tablet -> wallet,1,1
tablet -> voice,1,1
tablet -> vkc,1,1
tablet -> vessels,1,1
tablets -> tee,1,1
tablets -> tegra,1,1
tablets -> telephone,1,1
tablets -> toshiba,1,1
tablets -> ultra,1,1
tablets -> uddaan,1,1
tablets -> ubuntu,1,1
tablets -> tta,1,1
tablets -> tripod,1,1
tablets -> toy,1,1
tablets -> tower,1,1
tablets -> touch,1,1
tablets -> torch,1,1
tablets -> televi,1,1
tablets -> tops,1,1
tablets -> toothbrush,1,1
tablets -> toner,1,1
tablets -> titanium,1,1
tablets -> tishrt,1,1
tablets -> tiles,1,1
tablets -> tent,1,1
tablets -> televisions,1,1
tagaai -> tagbury,1,1
tagging -> tag,1,1
tagine -> train,1,1
tagore -> treggings,1,1
tandoor -> top,1,1
tandoor -> toaster,1,1
tandoor -> tiffins,1,1
tandoor -> television,1,1
tandoor -> taps,1,1
tandoor -> tanishq,1,1
tanddor -> tandoor,1,1
tan -> women,1,1
tan -> wallets,1,1
tan -> vittaly,1,1
tan -> vans,1,1
tampons -> tamron,1,1
tampon -> tampons,1,1
tample -> temple,1,1
tampered -> tamper,1,1
tamper -> temper,1,1
tamil -> watch,1,1
tamil -> telugu,1,1
tambura -> tamil,1,1
tandoor -> tv,1,1
tang -> toasters,1,1
tang -> ups,1,1
tank -> wifi,1,1
tant -> tea,1,1
tanpura -> veenai,1,1
tanktop -> tee,1,1
tanks -> warcraft,1,1
tanks -> tyatus,1,1
tanks -> thunderbird,1,1
tanks -> tees,1,1
tanks -> tap,1,1
tank -> tuff,1,1
tangrams -> trampoline,1,1
tank -> tub,1,1
tank -> train,1,1
tank -> tournament,1,1
tank -> tools,1,1
tank -> tap,1,1
tanishaa -> tanishk,1,1
tanis -> tenis,1,1
tanhim -> tanishaa,1,1
tambourine -> tambura,1,1
tambora -> tambourine,1,1
tambola -> tambora,1,1
tait -> taiwan,1,1
taky -> toys,1,1
takumi -> takwani,1,1
taking -> talking,1,1
take -> takes,1,1
tajmahal -> temple,1,1
taj -> watches,1,1
taiyo -> turtles,1,1
taitan -> timex,1,1
taira -> tiara,1,1
talc -> talcum,1,1
taira -> tait,1,1
tails -> taira,1,1
tailam -> tailor,1,1
tail -> tales,1,1
tai -> ti,1,1
tai -> tape,1,1
tai -> taibleat,1,1
tags -> tech,1,1
talaab -> talab,1,1
talc -> talk,1,1
tamba -> tambola,1,1
talk -> tatoo,1,1
tamari -> tamarind,1,1
tam -> tama,1,1
talwar -> vestige,1,1
talvar -> talwar,1,1
tall -> toll,1,1
talking -> trimmer,1,1
talkies -> talking,1,1
talk -> ultra,1,1
talk -> tan,1,1
talc -> tissue,1,1
talisadi -> vatika,1,1
tale -> tape,1,1
tale -> tales,1,1
talcum -> veet,1,1
talcum -> tomato,1,1
talcs -> talcum,1,1
talcom -> talc,1,1
talc -> velvet,1,1
tec -> waist,1,1
tech -> tet,1,1
ti000r10300 -> ti000r30000,1,1
th32c200dx -> th-32c200dx,1,1
the -> ththe,1,1
the -> theatre,1,1
the -> thea,1,1
thd -> the,1,1
thatre -> theatre,1,1
thatre -> the,1,1
thateer -> thatre,1,1
thappu -> thar,1,1
than -> then,1,1
than -> thankar,1,1
thali -> tikli,1,1
thali -> thermoflask,1,1
thali -> thalis,1,1
thal -> thali,1,1
th681 -> tv,1,1
th49cx400dx -> th55c300dx,1,1
th49cs580d -> th-49cs580d,1,1
th40c200dx -> th-42as670d,1,1
th32cs510d -> th-40a300dx,1,1
the -> thx,1,1
the -> video,1,1
thea -> theater,1,1
thermal -> thermosteel,1,1
thermoflask -> tiffin,1,1
thermocouples -> thermodynamics,1,1
thermocouple -> thermocouples,1,1
thermocot -> thermocouple,1,1
thermes -> tub,1,1
thermas -> transparent,1,1
thermals -> underwear,1,1
thermal -> vest,1,1
therapy -> toy,1,1
theater -> theator,1,1
themes -> thermos,1,1
theme -> wall,1,1
theme -> velux,1,1
theft -> wallet,1,1
theatre -> wallpaper,1,1
theatre -> theatrer,1,1
theater -> thetre,1,1
theater -> theatres,1,1
th32c400d -> th-32c470dx,1,1
th1791104j -> th32c200dx,1,1
thermometer -> tiffin,1,1
th1791101j -> th1791104j,1,1
textured -> thongs,1,1
textile -> th,1,1
textile -> textiles,1,1
textbook -> textbooks,1,1
tetu -> te-w3002r,1,1
tetley -> titles,1,1
tethers -> tetley,1,1
testosteron -> whey,1,1
testosteron -> testosterone,1,1
testing -> tshirt,1,1
tester -> tourch,1,1
tester -> toshiba,1,1
tester -> tie,1,1
tester -> therapy,1,1
tester -> testing,1,1
test -> uniform,1,1
test -> top,1,1
test -> testing,1,1
test -> tester,1,1
tf -> vector,1,1
tft -> torch,1,1
tft -> touch,1,1
th-42as670d -> th-43cs400dx,1,1
th1790965j -> th1791101j,1,1
th1790963j -> th1790965j,1,1
th1790860j -> th1790875,1,1
th1710282j -> th1790514,1,1
th-55c300dx -> th-55cx700d,1,1
th-49cs580d -> th49cx400dx,1,1
th-43d350dx -> th-55c300dx,1,1
th-43cs400dx -> th49cs580d,1,1
th-42as610d -> th-l24x5d,1,1
tg3611 -> th-32c200dx,1,1
th-40c200dx -> wallet,1,1
th-40a300dx -> th40c200dx,1,1
th-32c470dx -> th32cs510d,1,1
th-32c470d -> th-32c470dx,1,1
th-32c460d -> th-32c470d,1,1
th-32c200dx -> th-32c400d,1,1
th -> thateer,1,1
tgools -> tools,1,1
thermometer -> thermometers,1,1
thermometer -> tile,1,1
techfresh -> tent,1,1
threads -> trousers,1,1
thushi -> tie,1,1
thunderbolt -> tv,1,1
thunderbird -> whistle,1,1
thunder -> tower,1,1
thunder -> thunderbird,1,1
thumper -> thunder,1,1
thump -> thumper,1,1
thumb -> thumri,1,1
thulle -> thumb,1,1
thule -> thulle,1,1
thruster -> thrustmaster,1,1
throws -> toaster,1,1
throuhg -> to,1,1
through -> using,1,1
through -> throuhg,1,1
thrones -> thrunes,1,1
thrones -> throttle,1,1
thrive -> trimmer,1,1
threshold -> toad,1,1
thyroid -> vitomanhill,1,1
ti -> ti000e31600,1,1
ti-73 -> ti-84,1,1
ti000k10600 -> ti000m80000,1,1
ti000r10100 -> ti000r10300,1,1
ti000q80500 -> ti000r10100,1,1
ti000q80300 -> ti000q80500,1,1
ti000q80200 -> ti000q80300,1,1
ti000q80100 -> ti000q80200,1,1
ti000q80000 -> ti000q80100,1,1
ti000q40000 -> ti000q80000,1,1
ti000m80000 -> ti000q40000,1,1
ti000i70700 -> ti000k10600,1,1
ti-84 -> tiara,1,1
ti000g71100 -> ti000i70700,1,1
ti000g71000 -> ti000g71100,1,1
ti000e70700 -> ti000g71000,1,1
ti000e70600 -> ti000r40700,1,1
ti000e70600 -> ti000e70700,1,1
ti000e31800 -> ti000e70600,1,1
ti000e31600 -> ti000e31800,1,1
ti000bq0800 -> ti000t10300,1,1
three -> two,1,1
threads -> tops,1,1
thermometer -> timex,1,1
threaded -> western,1,1
things -> to,1,1
things -> tiles,1,1
things -> ties,1,1
things -> thinks,1,1
thin -> xuperb,1,1
thin -> use,1,1
thin -> tingle,1,1
thights -> watches,1,1
thief -> thien,1,1
thickeners -> trolley,1,1
thetre -> thtre,1,1
thesaurus -> tiffin,1,1
thermosteel -> trap,1,1
thermos -> toes,1,1
thermos -> thurmus,1,1
thermos -> things,1,1
thermometer -> wire,1,1
thermometer -> ultrasound,1,1
thermometer -> toy,1,1
things -> transfer,1,1
think -> twister,1,1
thinkpad -> yoga,1,1
thoshiba -> thosiba,1,1
threaded -> wall,1,1
thread -> usha,1,1
thread -> tupperware,1,1
thread -> top,1,1
thread -> tlights,1,1
thread -> threads,1,1
thread -> threader,1,1
thought -> tought,1,1
thoran -> thorans,1,1
third -> turbo,1,1
thor -> wolverine,1,1
thongs -> tops,1,1
thongs -> top,1,1
thongs -> thrive,1,1
thong -> wear,1,1
thone -> throne,1,1
thomas -> tikes,1,1
thiruman -> this,1,1
terrain -> terraria,1,1
terracotta -> tiles,1,1
terminal -> tool,1,1
teens -> travel,1,1
teether -> transformers,1,1
teether -> toaster,1,1
teether -> temper,1,1
teether -> teething,1,1
teether -> teethers,1,1
teethe -> teether,1,1
teeth -> tredmill,1,1
teeter -> teeth,1,1
tees -> wear,1,1
tees -> trunk,1,1
tees -> trilogy,1,1
tees -> trading,1,1
tees -> trackpant,1,1
tees -> toys,1,1
tees -> towel,1,1
tees -> tights,1,1
tees -> thongs,1,1
tees -> thights,1,1
tees -> television,1,1
teething -> tent,1,1
teilo -> tejoo,1,1
teinnes -> tennis,1,1
telecaster -> tuner,1,1
telepods -> toys,1,1
telepods -> teleprompter,1,1
telephone -> x62,1,1
telephone -> tv,1,1
telephone -> touchpad,1,1
telenet -> telephone,1,1
telecopes -> telescope,1,1
teleconverters -> toner,1,1
telecaster -> teleco,1,1
tekken -> xolo,1,1
telebrand -> wolphy,1,1
tele -> video,1,1
tele -> telecaster,1,1
tele -> telebrand,1,1
telcome -> tele,1,1
telcom -> telcome,1,1
telco -> telcom,1,1
tel -> television,1,1
tees -> t-shirts,1,1
teens -> tour,1,1
terminal -> tester,1,1
teenagers -> woman,1,1
teddy -> top,1,1
teddy -> toon,1,1
teddy -> tips,1,1
teddy -> tiger,1,1
teddies -> traders,1,1
tecumseh -> te-d302,1,1
tecpro -> tecumseh,1,1
tecozo -> tecpro,1,1
teclast -> tecnifibre,1,1
technotech -> tiny,1,1
technology -> tracks,1,1
technology -> tools,1,1
technologies -> watch,1,1
techno -> tips,1,1
techno -> tecozo,1,1
techno -> technotech,1,1
technic -> toys,1,1
technic -> technica,1,1
techmax -> technical,1,1
teddy -> tops,1,1
teddy -> toys,1,1
teddy -> transparent,1,1
teekraft -> tee-kraft,1,1
teenagers -> teens,1,1
teen -> travel,1,1
teen -> top,1,1
teen -> teenage,1,1
teemper -> teen,1,1
teemer -> temper,1,1
teelh -> teelr,1,1
teelephone -> teemoods,1,1
tee-kraft -> teekraft,1,1
teddybear -> thali,1,1
tee -> wh,1,1
tee -> vests,1,1
tee -> tshirts,1,1
tee -> toy,1,1
tee -> top,1,1
tee -> t-short,1,1
tede -> ted,1,1
teddys -> tshirt,1,1
teleprompter -> telescope,1,1
teleprompter -> tripod,1,1
telescope -> things,1,1
telescope -> tinkle,1,1
tenes -> tennis,1,1
tenergy -> thermos,1,1
tendaw302r -> tendaw306r,1,1
tenda -> wifi,1,1
tend -> tenda,1,1
ten -> tena,1,1
temptation -> wax,1,1
temples -> wooden,1,1
temples -> thermometer,1,1
temples -> thali,1,1
temple -> tyre,1,1
temple -> tile,1,1
temple -> temples,1,1
temple -> t-light,1,1
template -> temple,1,1
tempes -> tobo,1,1
tempered -> zc500tg,1,1
tempered -> transperent,1,1
tempered -> toughned,1,1
tenis -> tennis,1,1
tennies -> tennis,1,1
tennikoit -> tennis,1,1
tents -> tiffins,1,1
term1 -> term-i,1,1
term-1 -> term-2,1,1
teracota -> traditional,1,1
teracoota -> teracota,1,1
tepart -> tiekart,1,1
tenvis -> tweeter,1,1
tents -> tshirts,1,1
tents -> trouser,1,1
tent -> watches,1,1
tennis -> tf,1,1
tent -> tower,1,1
tent -> toilet,1,1
tent -> toaster,1,1
tent -> tissot,1,1
tent -> tenthouse,1,1
tenso -> toys,1,1
tennis -> unistar,1,1
tennis -> training,1,1
tempered -> touchscreen,1,1
tempered -> thermometer,1,1
tempered -> tempred,1,1
television -> torches,1,1
telivision -> tv,1,1
telichoice -> teliphone,1,1
televisions -> tvs,1,1
televisions -> toolkit,1,1
televisions -> toners,1,1
televisions -> themes,1,1
television -> trouser,1,1
television -> toys,1,1
television -> torch,1,1
telivisions -> tv,1,1
television -> toner,1,1
television -> toilet,1,1
television -> tent,1,1
television -> telivision,1,1
televi -> television,1,1
telescope -> zoom,1,1
telescope -> victorinox,1,1
telescope -> treadmill,1,1
telivisions -> telivisons,1,1
teluga -> telugu,1,1
tempered -> tempre,1,1
temper -> timer,1,1
tempered -> tempirede,1,1
tempered -> temperesd,1,1
tempered -> temp,1,1
temperded -> tempered,1,1
temperd -> temper,1,1
temperature -> thermometer,1,1
temperature -> temp,1,1
temper -> white,1,1
temper -> tempered,1,1
telugu -> text,1,1
temped -> tempered,1,1
tempearde -> tempered,1,1
tempared -> temperd,1,1
tempard -> tempered,1,1
tempad -> trimmer,1,1
temp -> temperature,1,1
temered -> temperd,1,1
telugu -> zapcase,1,1
sdl825736457 -> sdl827684648,1,1
sdl825629505 -> sdl828179572,1,1
sdl178565845 -> sdl178671334,1,1
sdl381698865 -> sdl477806337,1,1
sdl382683593 -> sdl409049752,1,1
sdl382683593 -> sdl382740553,1,1
sdl382682369 -> sdl657986868,1,1
sdl382682369 -> sdl490805335,1,1
sdl382682369 -> sdl388492982,1,1
sdl382596857 -> sdl392168406,1,1
sdl382560408 -> sdl387148710,1,1
sdl382511473 -> sdl429040695,1,1
sdl382505468 -> sdl382740553,1,1
sdl382505468 -> sdl382683593,1,1
sdl382375405 -> sdl383767989,1,1
sdl382356746 -> sdl472085854,1,1
sdl382335961 -> sdl382505468,1,1
sdl382312692 -> sdl384878538,1,1
sdl382235242 -> sdl382596857,1,1
sdl382163605 -> sdl382335961,1,1
sdl382083496 -> sdl382163605,1,1
sdl381987635 -> sdl382083496,1,1
sdl381798060 -> sdl460842886,1,1
sdl382683593 -> sdl412364397,1,1
sdl382732398 -> sdl387264798,1,1
sdl382740553 -> sdl382910340,1,1
sdl383744507 -> sdl383785005,1,1
sdl384181816 -> sdl384226574,1,1
sdl384019555 -> sdl499424924,1,1
sdl384019555 -> sdl402618299,1,1
sdl383985279 -> sdl384181816,1,1
sdl383829487 -> sdl429175593,1,1
sdl383829487 -> sdl403556794,1,1
sdl383785005 -> sdl383985279,1,1
sdl383767989 -> sdl602944300,1,1
sdl383674833 -> sdl389959499,1,1
sdl382740553 -> sdl743599536,1,1
sdl383447595 -> sdl383744507,1,1
sdl383326131 -> sdl383447595,1,1
sdl383194282 -> sdl383326131,1,1
sdl383102039 -> sdl383194282,1,1
sdl383038607 -> sdl606935287,1,1
sdl383006004 -> sdl383102039,1,1
sdl382910340 -> sdl383006004,1,1
sdl382876269 -> sdl454902676,1,1
sdl381748373 -> sdl381987635,1,1
sdl381698865 -> sdl417021225,1,1
sdl384341769 -> sdl384414081,1,1
sdl381698865 -> sdl381748373,1,1
sdl380602208 -> sdl380939598,1,1
sdl380510598 -> sdl380602208,1,1
sdl380490812 -> sdl380510598,1,1
sdl380310194 -> sdl382511473,1,1
sdl380260731 -> sdl383674833,1,1
sdl380258933 -> sdl380490812,1,1
sdl380070973 -> sdl380258933,1,1
sdl379801382 -> sdl418911930,1,1
sdl379801382 -> sdl406357606,1,1
sdl379801382 -> sdl387822436,1,1
sdl379769509 -> sdl380070973,1,1
sdl379706398 -> sdl379769509,1,1
sdl379690952 -> sdl379706398,1,1
sdl379665179 -> sdl379690952,1,1
sdl379611324 -> sdl511645541,1,1
sdl379600742 -> sdl379665179,1,1
sdl379419977 -> sdl953815728,1,1
sdl379263182 -> sdl393582390,1,1
sdl379263182 -> sdl379600742,1,1
sdl380602208 -> sdl385731632,1,1
sdl380617980 -> sdl399230938,1,1
sdl380883384 -> sdl402104644,1,1
sdl381255219 -> sdl382375405,1,1
sdl381566786 -> sdl381698865,1,1
sdl381491601 -> sdl381566786,1,1
sdl381425222 -> sdl381491601,1,1
sdl381335641 -> sdl418256333,1,1
sdl381309244 -> sdl432363536,1,1
sdl381309244 -> sdl393736250,1,1
sdl381309244 -> sdl389063392,1,1
sdl381265616 -> sdl381425222,1,1
sdl381124536 -> sdl381265616,1,1
sdl380931185 -> sdl380956530,1,1
sdl381094862 -> sdl522913308,1,1
sdl381081472 -> sdl381124536,1,1
sdl380996564 -> sdl392912312,1,1
sdl380956530 -> sdl408810338,1,1
sdl380939598 -> sdl664874138,1,1
sdl380939598 -> sdl636700177,1,1
sdl380939598 -> sdl398004288,1,1
sdl380939598 -> sdl381081472,1,1
sdl384226574 -> sdl384341769,1,1
sdl384384094 -> sdl384767368,1,1
sdl379251586 -> sdl403556794,1,1
sdl386912589 -> sdl415560849,1,1
sdl387822436 -> sdl389779307,1,1
sdl387766845 -> sdl390929470,1,1
sdl387668333 -> sdl437049928,1,1
sdl387652468 -> sdl387957030,1,1
sdl387589027 -> sdl877091774,1,1
sdl387519081 -> sdl399790164,1,1
sdl387519081 -> sdl394874958,1,1
sdl387507649 -> sdl388784113,1,1
sdl387507649 -> sdl387652468,1,1
sdl387506726 -> sdl387507649,1,1
sdl387388935 -> sdl387506726,1,1
sdl387360302 -> sdl405521035,1,1
sdl387358570 -> sdl387388935,1,1
sdl387353147 -> sdl387358570,1,1
sdl387339427 -> sdl387353147,1,1
sdl387324455 -> sdl387339427,1,1
sdl387280379 -> sdl397392382,1,1
sdl387264798 -> sdl393677945,1,1
sdl387243505 -> sdl387324455,1,1
sdl387822436 -> sdl390823248,1,1
sdl387950271 -> sdl390832355,1,1
sdl387957030 -> sdl387976083,1,1
sdl388472803 -> sdl388483250,1,1
sdl388700449 -> sdl670763040,1,1
sdl388700449 -> sdl611608336,1,1
sdl388700449 -> sdl388784113,1,1
sdl388688581 -> sdl388700449,1,1
sdl388632769 -> sdl388688581,1,1
sdl388553977 -> sdl389217930,1,1
sdl388492982 -> sdl435287615,1,1
sdl388483250 -> sdl388632769,1,1
sdl388471338 -> sdl388472803,1,1
sdl387965722 -> sdl388043624,1,1
sdl388376126 -> sdl409518872,1,1
sdl388359654 -> sdl388471338,1,1
sdl388300160 -> sdl388359654,1,1
sdl388201777 -> sdl388300160,1,1
sdl388043624 -> sdl390726081,1,1
sdl388004769 -> sdl543546790,1,1
sdl387999777 -> sdl388201777,1,1
sdl387976083 -> sdl387999777,1,1
sdl387148710 -> sdl393569987,1,1
sdl386912589 -> sdl387519081,1,1
sdl384414081 -> sdl384622390,1,1
sdl386828053 -> sdl387243505,1,1
sdl385593568 -> sdl397897931,1,1
sdl385588824 -> sdl388553977,1,1
sdl385588824 -> sdl385932460,1,1
sdl385512858 -> sdl404303568,1,1
sdl385502850 -> sdl385588824,1,1
sdl385321813 -> sdl386168539,1,1
sdl385291252 -> sdl420887782,1,1
sdl385273683 -> sdl457837655,1,1
sdl385189081 -> sdl385502850,1,1
sdl385160115 -> sdl804525056,1,1
sdl385160115 -> sdl385189081,1,1
sdl385028291 -> sdl385160115,1,1
sdl384895927 -> sdl385593568,1,1
sdl384878538 -> sdl405598948,1,1
sdl384767692 -> sdl385321813,1,1
sdl384767368 -> sdl384767692,1,1
sdl384667549 -> sdl385028291,1,1
sdl384622546 -> sdl384667549,1,1
sdl384622390 -> sdl384622546,1,1
sdl385731632 -> sdl474703048,1,1
sdl385757740 -> sdl387822436,1,1
sdl385757740 -> sdl747464106,1,1
sdl386250184 -> sdl386757638,1,1
sdl386793381 -> sdl477743205,1,1
sdl386767206 -> sdl652267598,1,1
sdl386767206 -> sdl442829510,1,1
sdl386767206 -> sdl410886852,1,1
sdl386767206 -> sdl393120358,1,1
sdl386757638 -> sdl386828053,1,1
sdl386756329 -> sdl431190288,1,1
sdl386727791 -> sdl387766845,1,1
sdl386216831 -> sdl867962249,1,1
sdl385848506 -> sdl387950271,1,1
sdl386171684 -> sdl386250184,1,1
sdl386168539 -> sdl387507649,1,1
sdl386075243 -> sdl386171684,1,1
sdl385949467 -> sdl498940530,1,1
sdl385949467 -> sdl419924339,1,1
sdl385949467 -> sdl386767206,1,1
sdl385940673 -> sdl386075243,1,1
sdl385932460 -> sdl385940673,1,1
sdl379251586 -> sdl593988640,1,1
sdl378875895 -> sdl412303665,1,1
sdl825629505 -> sdl825638794,1,1
sdl370848334 -> sdl547191653,1,1
sdl372663565 -> sdl372719123,1,1
sdl372646008 -> sdl373605543,1,1
sdl372565850 -> sdl477917998,1,1
sdl372551617 -> sdl380602208,1,1
sdl372363898 -> sdl374105444,1,1
sdl372320839 -> sdl423013165,1,1
sdl372132347 -> sdl449428516,1,1
sdl372132347 -> sdl372663565,1,1
sdl372010662 -> sdl372646008,1,1
sdl371963884 -> sdl373011137,1,1
sdl371819724 -> sdl372132347,1,1
sdl371753195 -> sdl375590525,1,1
sdl371704659 -> sdl371819724,1,1
sdl371569439 -> vintage,1,1
sdl371536317 -> sdl378875895,1,1
sdl371419533 -> sdl371704659,1,1
sdl371353091 -> sdl371419533,1,1
sdl371183508 -> sdl371353091,1,1
sdl371111563 -> sdl388700449,1,1
sdl372685110 -> sdl435585395,1,1
sdl372719123 -> sdl372800033,1,1
sdl372763571 -> sdl420854308,1,1
sdl373342487 -> sdl374825187,1,1
sdl373952494 -> sdl377959899,1,1
sdl373785123 -> sdl716178580,1,1
sdl373707324 -> sdl495097134,1,1
sdl373605543 -> sdl373952494,1,1
sdl373567194 -> sdl380939598,1,1
sdl373470888 -> sdl374450133,1,1
sdl373424951 -> sdl465901616,1,1
sdl373402994 -> sdl374000478,1,1
sdl373309046 -> sdl377090887,1,1
sdl372769038 -> sdl389269688,1,1
sdl373309046 -> sdl373402994,1,1
sdl373297021 -> sdl374017401,1,1
sdl373168889 -> sdl436574054,1,1
sdl373011137 -> sdl373470888,1,1
sdl372987341 -> sdl373309046,1,1
sdl372975295 -> sdl372987341,1,1
sdl372864808 -> sdl392174926,1,1
sdl372800033 -> sdl372975295,1,1
sdl371110745 -> sdl371183508,1,1
sdl370792815 -> sdl438098636,1,1
sdl374000478 -> sdl374012118,1,1
sdl370753480 -> sdl371110745,1,1
sdl368848526 -> sdl440106850,1,1
sdl368807195 -> sdl369057578,1,1
sdl368755666 -> sdl380260731,1,1
sdl368696711 -> sdl372010662,1,1
sdl368687343 -> sdl368807195,1,1
sdl368618158 -> sdl368755666,1,1
sdl368364772 -> sdl411571782,1,1
sdl368364772 -> sdl368687343,1,1
sdl368362247 -> sdl488252678,1,1
sdl368362247 -> sdl396169761,1,1
sdl368304342 -> sdl385512858,1,1
sdl368289872 -> sdl368364772,1,1
sdl368247862 -> sdl375810571,1,1
sdl368247862 -> sdl368289872,1,1
sdl368067271 -> sdl379801382,1,1
sdl367961310 -> sdl368067271,1,1
sdl367944059 -> sdl368247862,1,1
sdl367815398 -> sdl385848506,1,1
sdl367781071 -> sdl367961310,1,1
sdl368958096 -> sdl373567194,1,1
sdl368958096 -> sdl392135355,1,1
sdl369057578 -> sdl369087039,1,1
sdl369779701 -> sdl372565850,1,1
sdl370617377 -> sdl370753480,1,1
sdl370412227 -> sdl759409266,1,1
sdl370263386 -> sdl497150681,1,1
sdl370263386 -> sdl370617377,1,1
sdl370073725 -> sdl371963884,1,1
sdl369949877 -> sdl877508364,1,1
sdl369947365 -> sdl375122629,1,1
sdl369821259 -> sdl373309046,1,1
sdl369648661 -> sdl706736949,1,1
sdl369087039 -> sdl369243029,1,1
sdl369648661 -> sdl370263386,1,1
sdl369620168 -> sdl378591957,1,1
sdl369600835 -> sdl539899666,1,1
sdl369531567 -> sdl369648661,1,1
sdl369280328 -> sdl376863453,1,1
sdl369243029 -> sdl373297021,1,1
sdl369243029 -> sdl369531567,1,1
sdl369216400 -> sdl394859045,1,1
